候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
236,S001,B,"('S001-MED-01', 'S001-WAT-05', 'S001-FOD-03')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
237,S001,B,"('S001-MED-01', 'S001-WAT-05', 'S001-FOD-02')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
238,S001,B,"('S001-MED-01', 'S001-WAT-05', 'S001-FOD-01')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
239,S001,B,"('S001-MED-01', 'S001-WAT-04')",2,17.0,0.039,1.041491434245762,1164.1114854228224
240,S001,B,"('S001-MED-01', 'S001-WAT-04', 'S001-FOD-03')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
241,S001,B,"('S001-MED-01', 'S001-WAT-04', 'S001-FOD-02')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
242,S001,B,"('S001-MED-01', 'S001-WAT-04', 'S001-FOD-01')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
243,S001,B,"('S001-MED-01', 'S001-WAT-03')",2,17.0,0.039,1.041491434245762,1164.1114854228224
244,S001,B,"('S001-MED-01', 'S001-WAT-03', 'S001-FOD-03')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
245,S001,B,"('S001-MED-01', 'S001-WAT-03', 'S001-FOD-02')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
246,S001,B,"('S001-MED-01', 'S001-WAT-03', 'S001-FOD-01')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
247,S001,B,"('S001-MED-01', 'S001-WAT-02')",2,17.0,0.039,1.041491434245762,1164.1114854228224
248,S001,B,"('S001-MED-01', 'S001-WAT-02', 'S001-FOD-03')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
249,S001,B,"('S001-MED-01', 'S001-WAT-02', 'S001-FOD-02')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
250,S001,B,"('S001-MED-01', 'S001-WAT-02', 'S001-FOD-01')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
251,S001,B,"('S001-MED-01', 'S001-WAT-01')",2,17.0,0.039,1.041491434245762,1164.1114854228224
252,S001,B,"('S001-MED-01', 'S001-WAT-01', 'S001-FOD-03')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
253,S001,B,"('S001-MED-01', 'S001-WAT-01', 'S001-FOD-02')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
254,S001,B,"('S001-MED-01', 'S001-WAT-01', 'S001-FOD-01')",3,25.0,0.067,1.1594704630953758,1224.1114854228224
255,S001,B,"('S001-MED-01', 'S001-MED-02')",2,6.0,0.024,0.9549187837421493,1164.1114854228224
256,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-HYG-02')",3,12.0,0.059000000000000004,0.9940649395334338,1224.1114854228224
257,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-HYG-01')",3,12.0,0.059000000000000004,0.9940649395334338,1224.1114854228224
258,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-FOD-03')",3,14.0,0.052000000000000005,1.0112049393210358,1224.1114854228224
259,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-FOD-02')",3,14.0,0.052000000000000005,1.0112049393210358,1224.1114854228224
260,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-FOD-01')",3,14.0,0.052000000000000005,1.0112049393210358,1224.1114854228224
261,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-08')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
262,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-07')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
263,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-06')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
264,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-05')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
265,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-04')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
266,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-03')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
267,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
268,S001,B,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-01')",3,20.0,0.051000000000000004,1.0783472831871392,1224.1114854228224
269,S001,C,"('S001-HYG-02',)",1,6.0,0.035,1.9579684578989833,1182.7413550110386
270,S001,C,"('S001-HYG-01',)",1,6.0,0.035,1.9579684578989833,1182.7413550110386
271,S001,C,"('S001-HYG-01', 'S001-HYG-02')",2,12.0,0.07,1.9813115643303625,1248.7413550110386
272,S001,C,"('S001-FOD-03',)",1,8.0,0.028,1.9649079430887149,1182.7413550110386
273,S001,C,"('S001-FOD-03', 'S001-HYG-02')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
274,S001,C,"('S001-FOD-03', 'S001-HYG-01')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
275,S001,C,"('S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",3,20.0,0.098,2.023438917750017,1314.7413550110386
276,S001,C,"('S001-FOD-02',)",1,8.0,0.028,1.9649079430887149,1182.7413550110386
277,S001,C,"('S001-FOD-02', 'S001-HYG-02')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
278,S001,C,"('S001-FOD-02', 'S001-HYG-01')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
279,S001,C,"('S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",3,20.0,0.098,2.023438917750017,1314.7413550110386
280,S001,C,"('S001-FOD-02', 'S001-FOD-03')",2,16.0,0.056,2.000845942120893,1248.7413550110386
281,S001,C,"('S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
282,S001,C,"('S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
283,S001,C,"('S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",4,28.0,0.126,2.078183292176762,1380.7413550110386
284,S001,C,"('S001-FOD-01',)",1,8.0,0.028,1.9649079430887149,1182.7413550110386
285,S001,C,"('S001-FOD-01', 'S001-HYG-02')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
286,S001,C,"('S001-FOD-01', 'S001-HYG-01')",2,14.0,0.063,1.9906960568821994,1248.7413550110386
287,S001,C,"('S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",3,20.0,0.098,2.023438917750017,1314.7413550110386
288,S001,C,"('S001-FOD-01', 'S001-FOD-03')",2,16.0,0.056,2.000845942120893,1248.7413550110386
289,S001,C,"('S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
290,S001,C,"('S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
291,S001,C,"('S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",4,28.0,0.126,2.078183292176762,1380.7413550110386
292,S001,C,"('S001-FOD-01', 'S001-FOD-02')",2,16.0,0.056,2.000845942120893,1248.7413550110386
293,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
294,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",3,22.0,0.091,2.0359001090346083,1314.7413550110386
295,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",4,28.0,0.126,2.078183292176762,1380.7413550110386
296,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",3,24.0,0.084,2.049160684139598,1314.7413550110386
297,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",4,30.0,0.11900000000000001,2.0940107192356807,1380.7413550110386
298,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",4,30.0,0.11900000000000001,2.0940107192356807,1380.7413550110386
299,S001,C,"('S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,36.0,0.15400000000000003,2.147268384043832,1446.7413550110386
300,S001,C,"('S001-WAT-08',)",1,14.0,0.027,1.9906960568821994,1182.7413550110386
301,S001,C,"('S001-WAT-08', 'S001-HYG-02')",2,20.0,0.062,2.023438917750017,1248.7413550110386
302,S001,C,"('S001-WAT-08', 'S001-HYG-01')",2,20.0,0.062,2.023438917750017,1248.7413550110386
303,S001,C,"('S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",3,26.0,0.097,2.0632450928872963,1314.7413550110386
304,S001,C,"('S001-WAT-08', 'S001-FOD-03')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
305,S001,C,"('S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
306,S001,C,"('S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
307,S001,C,"('S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
308,S001,C,"('S001-WAT-08', 'S001-FOD-02')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
309,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
310,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
311,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
312,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
313,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
314,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
315,S001,C,"('S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
316,S001,C,"('S001-WAT-08', 'S001-FOD-01')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
317,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
318,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
319,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
320,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
321,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
322,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
323,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
324,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
325,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
326,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
327,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
328,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",4,38.0,0.111,2.1671235893251053,1380.7413550110386
329,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",5,44.0,0.14600000000000002,2.2339422174426264,1446.7413550110386
330,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",5,44.0,0.14600000000000002,2.2339422174426264,1446.7413550110386
331,S001,C,"('S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,50.0,0.18100000000000002,2.313524735445424,1512.7413550110386
332,S001,C,"('S001-WAT-07',)",1,14.0,0.027,1.9906960568821994,1182.7413550110386
333,S001,C,"('S001-WAT-07', 'S001-HYG-02')",2,20.0,0.062,2.023438917750017,1248.7413550110386
334,S001,C,"('S001-WAT-07', 'S001-HYG-01')",2,20.0,0.062,2.023438917750017,1248.7413550110386
335,S001,C,"('S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",3,26.0,0.097,2.0632450928872963,1314.7413550110386
336,S001,C,"('S001-WAT-07', 'S001-FOD-03')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
337,S001,C,"('S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
338,S001,C,"('S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
339,S001,C,"('S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
340,S001,C,"('S001-WAT-07', 'S001-FOD-02')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
341,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
342,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
343,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
344,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
345,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
346,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
347,S001,C,"('S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
348,S001,C,"('S001-WAT-07', 'S001-FOD-01')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
349,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
350,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
351,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
352,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
353,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
354,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
355,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
356,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
357,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
358,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
359,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
360,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",4,38.0,0.111,2.1671235893251053,1380.7413550110386
361,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",5,44.0,0.14600000000000002,2.2339422174426264,1446.7413550110386
362,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",5,44.0,0.14600000000000002,2.2339422174426264,1446.7413550110386
363,S001,C,"('S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,50.0,0.18100000000000002,2.313524735445424,1512.7413550110386
364,S001,C,"('S001-WAT-07', 'S001-WAT-08')",2,28.0,0.054,2.078183292176762,1248.7413550110386
365,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-HYG-02')",3,34.0,0.089,2.128503264450888,1314.7413550110386
366,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01')",3,34.0,0.089,2.128503264450888,1314.7413550110386
367,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",4,40.0,0.124,2.1881360129847147,1380.7413550110386
368,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03')",3,36.0,0.082,2.147268384043832,1314.7413550110386
369,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
370,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
371,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
372,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02')",3,36.0,0.082,2.147268384043832,1314.7413550110386
373,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
374,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
375,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
376,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
377,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
378,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
379,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
380,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",3,36.0,0.082,2.147268384043832,1314.7413550110386
381,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
382,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
383,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
384,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
385,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
386,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
387,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
388,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
389,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
390,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
391,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
392,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",5,52.0,0.138,2.3434139160961776,1446.7413550110386
393,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",6,58.0,0.17300000000000001,2.445273009302263,1512.7413550110386
394,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",6,58.0,0.17300000000000001,2.445273009302263,1512.7413550110386
395,S001,C,"('S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,64.0,0.20800000000000002,2.5697276175168415,1578.7413550110386
396,S001,C,"('S001-WAT-06',)",1,14.0,0.027,1.9906960568821994,1182.7413550110386
397,S001,C,"('S001-WAT-06', 'S001-HYG-02')",2,20.0,0.062,2.023438917750017,1248.7413550110386
398,S001,C,"('S001-WAT-06', 'S001-HYG-01')",2,20.0,0.062,2.023438917750017,1248.7413550110386
399,S001,C,"('S001-WAT-06', 'S001-HYG-01', 'S001-HYG-02')",3,26.0,0.097,2.0632450928872963,1314.7413550110386
400,S001,C,"('S001-WAT-06', 'S001-FOD-03')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
401,S001,C,"('S001-WAT-06', 'S001-FOD-03', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
402,S001,C,"('S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
403,S001,C,"('S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
404,S001,C,"('S001-WAT-06', 'S001-FOD-02')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
405,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
406,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
407,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
408,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
409,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
410,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
411,S001,C,"('S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
412,S001,C,"('S001-WAT-06', 'S001-FOD-01')",2,22.0,0.055,2.0359001090346083,1248.7413550110386
413,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",3,28.0,0.09,2.078183292176762,1314.7413550110386
414,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",3,28.0,0.09,2.078183292176762,1314.7413550110386
415,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",4,34.0,0.125,2.128503264450888,1380.7413550110386
416,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
417,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
418,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
419,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,42.0,0.15300000000000002,2.2103808441599107,1446.7413550110386
420,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02')",3,30.0,0.083,2.0940107192356807,1314.7413550110386
421,S001,C,"('S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",4,36.0,0.11800000000000001,2.147268384043832,1380.7413550110386
