候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,往返能耗_kWh,累计作业时间_s,质量上限_kg,体积上限_m3,首批箱数,优先级总分
125,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-FOD-03|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
126,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
127,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-FOD-03|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
128,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-HYG-01,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
129,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-HYG-01|S001-HYG-02,7,60.0,0.17500000000000002,2.4951386272184637,1580.6555751004735,80.0,0.25,2,100.0
130,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-03|S001-HYG-02,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
131,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04,5,48.0,0.105,2.2957117349510248,1448.6555751004735,80.0,0.25,2,84.0
132,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
133,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-WAT-06,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
134,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-WAT-07,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
135,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
136,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
137,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
138,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
139,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
140,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
141,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
142,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
143,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
144,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
145,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
146,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
147,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
148,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
149,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
150,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-05|S001-HYG-02,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
151,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
152,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-WAT-07,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
153,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
154,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
155,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
156,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
157,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
158,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
159,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
160,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
161,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
162,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
163,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
164,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
165,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
166,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
167,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
168,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-06|S001-HYG-02,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
169,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
170,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
171,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
172,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
173,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
174,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
175,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
176,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
177,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
178,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
179,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
180,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
181,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
182,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
183,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
184,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
185,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-07|S001-HYG-02,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
186,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
187,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
188,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
189,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
190,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
191,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
192,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
193,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
194,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
195,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
196,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
197,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
198,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
199,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
200,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
201,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-WAT-08|S001-HYG-02,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
202,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
203,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
204,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03,8,72.0,0.189,2.797374326694065,1646.6555751004735,80.0,0.25,2,114.0
205,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,9,78.0,0.224,3.0133840801392706,1712.6555751004735,80.0,0.25,2,122.0
206,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,9,78.0,0.224,3.0133840801392706,1712.6555751004735,80.0,0.25,2,122.0
207,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
208,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
209,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
210,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
211,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
212,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
213,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
214,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
215,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
216,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-01|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
217,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
218,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
219,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
220,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
221,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
222,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
223,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
224,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-02|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
225,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-03,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
226,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-03|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
227,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
228,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-FOD-03|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
229,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-HYG-01,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
230,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-HYG-01|S001-HYG-02,7,60.0,0.17500000000000002,2.4951386272184637,1580.6555751004735,80.0,0.25,2,100.0
231,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-04|S001-HYG-02,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
232,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05,5,48.0,0.105,2.2957117349510248,1448.6555751004735,80.0,0.25,2,84.0
233,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
234,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-WAT-07,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
235,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
236,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
237,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
238,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
239,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
240,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
241,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
242,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
243,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
244,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
245,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
246,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-02|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
